# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.6542770795924655,1.9455583435222836,5.042545006354557,-0.9150733392735618,0.4952583447194678,1.0,0.07202582349354794,180.0,2.047044432073622,0.0
 0.6710900448490468,1.9540254425002164,5.042414853790638,-0.8806564523584299,0.512071309976049,0.9999999999999967,0.06506277227221784,180.0,1.9119486760048474,0.0
 0.6878478659765084,1.962746097588621,5.0422856814183685,-0.8486163584410537,0.5288291311035106,1.0,0.05897862713134444,180.0,1.7899013631618566,0.0
 0.704550324827798,1.971717414469044,5.04215747822436,-0.8187206045749755,0.5455315899548002,1.0,0.053638006965701784,180.0,1.6792576560736978,0.0
 0.7211972123544677,1.9809364988230327,5.042030233195223,-0.7907661912460178,0.5621784774814699,1.0,0.04892987883889255,180.0,1.578624356733802,0.0
 0.7377883271547098,1.9904004563321336,5.041903935317567,-0.7645750533169888,0.578769592281712,1.0,0.044762591755204126,180.0,1.4868150168510168,0.0
 0.7543234742665547,2.000106392677894,5.0417785735780045,-0.7399903482852571,0.5953047393935569,1.0,0.04106003108527365,180.0,1.40281412884868,0.0
 0.770802464158791,2.0100514135418615,5.041654136963145,-0.7168733884352735,0.6117837292857932,1.0,0.03775862714551092,180.0,1.325748357050127,0.0
 0.7872251118824091,2.020232624605582,5.0415306144595995,-0.6951010901972737,0.6282063770094113,1.0,0.034805001694699966,180.0,1.2548632625667535,0.0
 0.8035912363531807,2.030647131550603,5.041407995053979,-0.6745638418483076,0.644572501480183,1.0,0.03215410729650557,180.0,1.1895043604154385,0.0
 0.8199006597419575,2.041292040058471,5.041286267732894,-0.6551637116114962,0.6608819248689597,1.0,0.02976774655395856,180.0,1.1291016117663144,0.0
 0.8361532069539684,2.052164455810734,5.041165421482955,-0.6368129343591065,0.6771344720809707,1.0,0.027613383457237725,180.0,1.073156649429711,0.0
 0.8523487051820052,2.063261484488938,5.041045445290772,-0.6194326277448617,0.6933299703090074,1.0,0.025663186511983523,180.0,1.0212322079866003,1.7611364008554116e-12
 0.8684869835212634,2.0745802317746302,5.040926328142957,-0.6029516981233588,0.7094682486482656,1.0,0.02389325103630377,180.00000000000003,0.9729433267850548,-3.5348430335985736e-12
 0.8845678726358615,2.086117803349358,5.040808059026119,-0.5873059043705402,0.7255491377628637,1.0,0.022282967622606148,179.99999999999997,0.9279500030894297,1.773770257436111e-12
 0.9005912044688611,2.097871304894668,5.040690626926872,-0.5724370535466052,0.7415724695958633,1.0,0.020814500080600495,180.0,0.8859510105839001,0.0
